location,time,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta
  28.05 -26.20 1753.0, 0 11 202  7 2024,    289.1586,     22.5793,    284.2570,      0.5695,    548.1450,      0.9496,  80644.5676,      2.8810,     42.5526,     43.4660,   -115.0234,  289.2644,0.207108
-122.00  37.50   25.0, 0 12  75  3 2024,    241.1731,     14.9546,     20.6841,      0.0389,    141.9100,      0.5232,  69061.0634,      4.4628,     80.8808,     24.7359,     40.3348,  241.4936,0.245325
 -46.63 -23.55  760.0, 0  9 266  9 2024,    317.7924,      1.3351,    110.8382,      0.2870,     78.1220,      0.9961,  97872.7210,      4.2229,     17.3010,    -34.0651,   -112.1846,  317.7988,0.184281
 103.82   1.35   15.0, 0 12  75  3 2024,    320.2473,      6.7278,     31.5661,      0.1116,     95.5267,      0.4689,  93602.0266,      2.3134,     18.9904,     -5.4983,     23.8494,  321.1464,0.181603
  -0.13  51.51   11.0, 0  9 266  9 2024,    322.3372,      2.7715,    257.2558,      0.6561,    362.0812,      0.4920,  66108.4659,      1.2140,     50.1658,    -25.9169,     80.4842,  322.3372,0.180650
  28.05 -26.20 1753.0, 0 11 202  7 2024,    291.1134,      4.5181,    137.4589,      0.2927,    755.3722,      0.8385,  68002.7696,      2.5198,     29.1303,    -37.7534,    -87.3908,  292.4974,0.204522
  28.05 -26.20 1753.0, 0 16 299 10 2024,    262.1900,     10.0016,    107.2222,      0.7006,    843.6857,      0.3829,  89205.3966,      0.9798,     24.2379,    -14.7996,    -77.6757,  263.5563,0.227675
-122.00  37.50   25.0, 0 11 202  7 2024,    311.8133,     16.0972,    351.3719,      0.1878,    588.0577,      0.9698,  60108.0481,      0.5304,     39.0796,    -18.8193,    -17.0538,  312.0559,0.188875
 103.82   1.35   15.0, 0  6  15  1 2024,    297.1892,     19.6822,     74.5298,      0.1390,   1289.5527,      0.8680,  94015.0165,      4.8956,     59.4016,    -21.5090,     71.9834,  297.1892,0.200769
 151.21 -33.87   39.0, 0  9  46  2 2024,    277.5324,      0.6029,     12.9299,      0.1647,    402.5390,      0.0419,  81081.0402,      3.2735,     36.7635,     42.9792,    -31.6229,  283.5241,0.211701
 -46.63 -23.55  760.0, 0  9  46  2 2024,    308.6959,     23.1313,    274.1045,      0.9636,   1238.5177,      0.8109,  97828.0506,      2.1664,     52.8856,     24.2158,    114.5239,  308.6959,0.191563
 103.82   1.35   15.0, 0  6  15  1 2024,    254.3548,     18.3190,    242.4864,      0.9279,   1254.1469,      0.6316,  95949.1815,      1.4014,     41.2125,      7.9630,    -75.3007,  257.4087,0.232593
 -87.63  41.88  181.0, 0 10 135  5 2024,    252.5028,      1.8366,     60.1341,      0.2231,    690.1817,      0.5267,  94388.2721,      3.4666,     25.8236,    -17.9269,     42.2781,  258.2358,0.231931
 -46.63 -23.55  760.0, 0 16 299 10 2024,    313.7049,      7.4831,    292.9814,      0.4338,   1061.7564,      0.5625,  91998.3655,      2.4812,     78.8296,      3.7813,    -64.1651,  313.7049,0.187556
 151.21 -33.87   39.0, 0  9 266  9 2024,    269.7635,     15.3005,    300.3466,      0.4244,    631.1337,      0.5360,  85196.1384,      1.3749,     80.5100,     23.0064,   -128.8332,  272.6245,0.220420
-122.00  37.50   25.0, 0 11 202  7 2024,    264.9039,     14.4366,    319.2116,      0.2413,    450.3752,      0.7567,  82410.5521,      4.1701,     26.8899,     -2.9047,   -164.1542,  265.6463,0.226003
 103.82   1.35   15.0, 0  9 266  9 2024,    321.8293,     22.8390,     55.6697,      0.9961,    233.8124,      0.1146,  66274.0437,      2.3110,     39.0600,    -30.3608,    134.2552,  322.1049,0.180836
-122.00  37.50   25.0, 0 14 228  8 2024,    236.2696,     18.6682,    303.7137,      0.8106,   1349.1239,      0.0508,  98801.8866,      3.5892,     33.5194,     24.4662,    -84.5054,  239.7759,0.246699
 103.82   1.35   15.0, 0 12 355 12 2024,    293.5768,     12.3630,    239.2254,      0.7016,     22.4418,      0.5997,  98046.0934,      1.8272,     81.4096,     -5.6667,     24.8370,  293.6370,0.203610
-122.00  37.50   25.0, 0 16 299 10 2024,    250.3979,     19.6661,    321.9819,      0.8850,    329.2382,      0.6216,  62863.4898,      0.8827,     82.9665,    -21.0592,    133.1433,  250.8016,0.237879
 151.21 -33.87   39.0, 0  9 266  9 2024,    280.3217,     10.8469,    256.3406,      0.3036,    725.5330,      0.6389,  71541.1123,      3.5915,     20.7997,    -42.4575,    114.1200,  281.1954,0.213564
-112.07  33.45  331.0, 0 10 135  5 2024,    310.1363,     10.1416,    292.8728,      0.1346,    870.1478,      0.7982,  98035.0273,      2.5394,     81.1254,    -28.3927,    124.8730,  310.1363,0.190411
-122.00  37.50   25.0, 0 14 228  8 2024,    289.9843,      3.4749,     99.3198,      0.5070,   1028.8065,      0.3157,  98993.1112,      4.5169,     26.3133,     29.8951,    138.8073,  300.5987,0.198041
  55.30  25.20    5.0, 0 16 299 10 2024,    246.6175,     19.2044,     37.4952,      0.7407,   1080.7583,      0.8932, 100886.2343,      3.1401,     73.8745,     -2.2805,    170.4780,  246.6175,0.241226
 -87.63  41.88  181.0, 0  6  15  1 2024,    246.6984,     20.0567,    152.5825,      0.4174,    448.7671,      0.4277,  82987.0129,      1.0131,      7.9532,    -12.5121,    -86.0571,  247.0516,0.240879
-122.00  37.50   25.0, 0 11 202  7 2024,    308.7256,      5.6588,    284.5967,      0.7026,   1081.8211,      0.4519,  95797.9778,      4.9022,     13.2800,    -18.6061,    -18.6910,  319.1217,0.183223
  28.05 -26.20 1753.0, 0 10 135  5 2024,    270.9572,     24.0626,    262.0561,      0.0231,    219.2232,      0.6912,  61599.1487,      2.7365,     62.7451,      9.4605,    -95.9614,  271.2524,0.221518
  -0.13  51.51   11.0, 0 12 355 12 2024,    285.8337,      9.4514,    292.0160,      0.8148,    885.7272,      0.3906,  96206.8309,      4.2626,     63.1757,     27.3602,   -167.6889,  285.8337,0.209853
 139.69  35.69   40.0, 0 15 105  4 2024,    253.7470,      1.7358,    264.9537,      0.6494,   1103.4527,      0.9199,  88088.8854,      2.5921,     75.0980,      3.0558,    -62.8266,  253.7470,0.235522
  -0.13  51.51   11.0, 0  9 266  9 2024,    318.6795,      4.7446,    239.9065,      0.3660,    346.1712,      0.6015,  78977.1826,      1.9406,     37.7164,    -27.9184,    -38.7086,  321.1548,0.181596
  55.30  25.20    5.0, 0  9 266  9 2024,    320.5226,     17.8029,     12.6296,      0.8318,    240.9831,      0.0466,  93422.8472,      3.6518,     15.8083,     22.5324,   -130.1561,  321.7294,0.181137
  -0.13  51.51   11.0, 0 11 202  7 2024,    244.3489,     10.2032,    230.5773,      0.1757,    757.2654,      0.6125,  74297.7369,      2.0069,     26.3056,    -23.2212,     94.9526,  246.6655,0.241188
 -46.63 -23.55  760.0, 0 12 355 12 2024,    258.6963,     17.1685,    279.2830,      0.6214,    582.9535,      0.6672,  76070.3684,      0.6060,      1.0299,    -13.6260,    -84.7010,  261.2596,0.229512
 139.69  35.69   40.0, 0 14 228  8 2024,    313.9878,     17.9773,      8.5560,      0.3102,    497.3529,      0.7415,  76215.0510,      3.7297,     36.0225,    -34.8751,     77.1126,  314.8153,0.186668
-112.07  33.45  331.0, 0 15 105  4 2024,    301.1311,      0.2046,    316.8626,      0.1738,    890.3616,      0.2188,  99007.6919,      1.1058,      9.7937,      9.1579,   -111.4086,  314.6473,0.186802
  28.05 -26.20 1753.0, 0  9 266  9 2024,    277.5711,      4.4014,    118.6518,      0.7433,    316.7070,      0.5232,  94647.3729,      2.9390,      1.8758,     18.3450,    147.9351,  279.4340,0.214973
-122.00  37.50   25.0, 0 12  75  3 2024,    271.1930,      0.2243,     28.0877,      0.5149,    188.0902,      0.7655,  77781.4027,      4.9536,     35.1592,     -4.2711,     99.3581,  272.0026,0.220918
  55.30  25.20    5.0, 0 15 105  4 2024,    315.1604,     19.3368,    169.7276,      0.8701,     47.0118,      0.2185,  74928.2827,      4.5198,     40.2941,     -7.9591,    168.5456,  315.3047,0.186276
 139.69  35.69   40.0, 0 11 202  7 2024,    259.2817,     20.2755,    229.8547,      0.5724,   1276.1976,      0.2612,  72951.5183,      1.6974,     53.8713,    -34.8576,     53.4260,  262.7367,0.228331
  -0.13  51.51   11.0, 0 15 105  4 2024,    263.8445,      2.2213,     63.8422,      0.5699,    902.6739,      0.7297,  67612.5652,      0.8762,     64.3011,    -12.6914,    107.0610,  269.0928,0.223246
  28.05 -26.20 1753.0, 0 15 105  4 2024,    235.2009,     17.1669,     65.8642,      0.5646,    227.6357,      0.7556,  84186.7111,      1.5416,     29.3086,     26.8924,      3.9118,  235.3434,0.250245
  55.30  25.20    5.0, 0  8 325 11 2024,    309.9098,     23.4396,    299.1531,      0.3659,    942.4637,      0.5677,  82671.4113,      3.6829,     89.6226,    -30.0028,     79.1770,  309.9098,0.190592
-112.07  33.45  331.0, 0 13 172  6 2024,    316.1732,     18.7568,    150.1148,      0.0002,   1183.3116,      0.8243,  70278.6191,      3.6420,      8.5942,     34.6212,   -174.0136,  317.3887,0.184609
  -0.13  51.51   11.0, 0  9 266  9 2024,    241.2072,     23.1258,    246.8702,      0.8008,   1049.1232,      0.3305,  86521.8402,      4.6333,     16.8815,     23.7066,    -14.0618,  243.5225,0.243702
-122.00  37.50   25.0, 0 13 172  6 2024,    284.8110,     17.8101,    323.0355,      0.2057,    866.1755,      0.2670,  99650.2153,      2.2807,     74.6126,     20.6306,    -48.9309,  285.9494,0.209760
 -46.63 -23.55  760.0, 0  8 325 11 2024,    293.8105,      7.9854,    189.1497,      0.2348,    533.6999,      0.2859,  74345.1653,      1.1762,     29.9095,    -36.7839,    -59.7546,  299.1753,0.199180
 151.21 -33.87   39.0, 0  8 325 11 2024,    288.4051,     13.1235,     54.7128,      0.9131,    497.4694,      0.5205,  85667.1798,      1.4318,     33.6598,    -32.7722,    -40.4100,  290.5775,0.206058
 -87.63  41.88  181.0, 0 15 105  4 2024,    256.6086,     14.3640,    271.8664,      0.3946,    176.7795,      0.4646,  78732.8529,      0.6122,     79.1526,    -22.2523,     91.0138,  257.6813,0.232375
 151.21 -33.87   39.0, 0  6  15  1 2024,    247.1331,     11.7901,    162.2700,      0.4918,    733.2284,      0.0935,  84682.7953,      3.2350,     75.1969,     25.9875,   -125.7369,  251.0279,0.237698
 151.21 -33.87   39.0, 0  8 325 11 2024,    237.4513,      5.7149,    323.6881,      0.5759,    596.9627,      0.5596,  61378.8204,      1.2570,     75.3369,     11.0609,      5.5920,  238.0019,0.248118
 103.82   1.35   15.0, 0 13 172  6 2024,    305.6682,      3.3294,    102.4885,      0.1439,   1244.4141,      0.3726,  81262.3059,      3.7331,     14.4896,     22.7703,    -91.9109,  319.5375,0.182890
  28.05 -26.20 1753.0, 0 10 135  5 2024,    306.9605,     14.2439,    211.1176,      0.4585,     73.0178,      0.8423,  71982.7872,      0.5302,     61.8126,     17.2347,   -124.6982,  307.1355,0.192812
 -46.63 -23.55  760.0, 0  6  15  1 2024,    274.4526,      7.2937,     46.9307,      0.7035,    127.5028,      0.8209,  80498.9554,      1.8651,     31.0238,     -6.7312,   -132.6032,  274.6008,0.218839
 103.82   1.35   15.0, 0 15 105  4 2024,    306.6757,     16.1392,     30.2112,      0.8651,    963.4248,      0.6178, 100367.2903,      4.3875,     57.1506,     34.1652,     98.4846,  309.2809,0.191095
-112.07  33.45  331.0, 0 10 135  5 2024,    242.3045,     10.1348,    125.4273,      0.6928,    618.9973,      0.1513,  99692.5248,      1.9308,     49.9249,    -10.4575,    -33.5409,  248.6367,0.239611
  -0.13  51.51   11.0, 0 14 228  8 2024,    251.7437,     11.0837,    114.2778,      0.0221,    160.8433,      0.5861,  76399.1733,      4.8183,     54.6095,    -20.8388,     88.7327,  252.3109,0.236671
  55.30  25.20    5.0, 0  9 266  9 2024,    244.4982,     20.8848,    252.1129,      0.5390,   1318.3652,      0.2115,  99110.3035,      4.3969,     34.2411,     34.1043,     69.4061,  245.6775,0.241978
 151.21 -33.87   39.0, 0  9 266  9 2024,    239.2070,     16.7481,     89.9544,      0.2278,   1358.1198,      0.5814,  76611.7912,      0.6939,     46.9011,     -4.8968,    170.6981,  243.6739,0.243581
 151.21 -33.87   39.0, 0 13 172  6 2024,    264.6532,      1.8236,    267.3870,      0.5531,   1156.5016,      0.4587,  83899.5849,      3.0391,     56.4582,     25.5618,     76.2404,  269.3563,0.223035
 103.82   1.35   15.0, 0 12  75  3 2024,    242.3786,      2.1705,    195.8348,      0.6708,    518.7485,      0.7306,  77478.4675,      3.9415,     68.6447,      1.5690,   -146.6417,  243.4618,0.243751
  -0.13  51.51   11.0, 0 15 105  4 2024,    301.6811,     14.0443,     74.9215,      0.8232,    473.0593,      0.7248,  75998.6374,      1.5619,     15.7609,    -21.3350,    -48.2938,  302.4260,0.196579
-112.07  33.45  331.0, 0 11 202  7 2024,    315.8349,      2.6487,    280.2177,      0.9081,   1333.7906,      0.2559,  75151.8920,      2.1153,     86.2558,    -21.5460,     95.9453,  315.8349,0.185852
  55.30  25.20    5.0, 0 11 202  7 2024,    236.1167,     11.5358,    186.7174,      0.4927,    178.2834,      0.9242,  97479.3213,      0.9599,     74.8148,     33.4964,    -77.3620,  236.2050,0.249556
  55.30  25.20    5.0, 0  6  15  1 2024,    309.5425,     12.7546,    198.9409,      0.7210,    167.8650,      0.6693,  69362.1817,      0.7906,     38.3177,    -27.2966,   -176.8275,  309.5425,0.190886
  -0.13  51.51   11.0, 0 12  75  3 2024,    236.3489,      7.7667,    198.5491,      0.8850,   1152.3393,      0.8526,  63716.6390,      2.3978,     19.0074,     41.5424,     63.1612,  237.6524,0.248398
 103.82   1.35   15.0, 0  8 325 11 2024,    293.8721,     10.1419,     40.9412,      0.3318,    193.8775,      0.5932,  86251.7187,      1.1749,     82.3186,     36.2544,    -51.5929,  294.8855,0.202612
 -87.63  41.88  181.0, 0 11 202  7 2024,    250.9475,      5.9321,    172.2515,      0.2335,    341.2461,      0.1105,  65901.3192,      0.5894,     81.1613,      9.2835,     33.0139,  253.0760,0.236059
  55.30  25.20    5.0, 0  8 325 11 2024,    242.1132,     14.8160,    211.9259,      0.6830,   1082.1366,      0.4494,  88233.1992,      1.1352,     13.3336,    -21.4719,   -128.5833,  244.5232,0.242901
 103.82   1.35   15.0, 0 12 355 12 2024,    298.0869,     23.2587,    334.1117,      0.0823,   1033.5650,      0.2699,  98520.3809,      0.7409,     89.9376,     15.8643,   -110.7286,  298.0869,0.200051
  55.30  25.20    5.0, 0 10 135  5 2024,    269.1053,     15.8446,    203.9896,      0.4029,   1275.4860,      0.6163,  66185.8647,      1.2652,     23.7975,    -30.4042,     28.2599,  272.8642,0.220229
 103.82   1.35   15.0, 0  6  15  1 2024,    307.2400,      7.6300,    224.8860,      0.3191,   1176.3482,      0.8528, 100095.1522,      3.6400,     35.6005,     -4.3310,     47.0142,  307.2400,0.192728
-122.00  37.50   25.0, 0 12 355 12 2024,    267.8783,     14.8949,    121.8577,      0.0087,    835.2261,      0.5005,  98028.3503,      1.0275,     52.6806,     16.5186,     25.3158,  272.8813,0.220215
  -0.13  51.51   11.0, 0  9  46  2 2024,    234.9900,      3.5855,    304.2231,      0.2136,    748.9190,      0.2019,  89430.0806,      3.9460,     47.8853,      1.8208,     80.8969,  234.9900,0.250528
 151.21 -33.87   39.0, 0  8 325 11 2024,    266.6108,     16.8490,     70.0790,      0.3039,    807.8411,      0.4973,  88854.6841,      3.8990,     65.7563,      6.4995,   -100.6422,  269.7314,0.222735
 151.21 -33.87   39.0, 0 16 299 10 2024,    249.1265,      5.0540,    167.9387,      0.9596,    797.1353,      0.5702,  84275.6351,      4.8322,     15.9383,     34.5128,    131.4590,  252.7829,0.236294
 -87.63  41.88  181.0, 0 10 135  5 2024,    299.4331,      1.7961,    243.0693,      0.0275,    212.8609,      0.1176,  66188.0172,      1.5085,     82.1002,    -10.8338,    -93.6387,  302.6337,0.196413
 -46.63 -23.55  760.0, 0 15 105  4 2024,    269.1682,      2.1559,     49.3694,      0.4443,    464.4655,      0.7433,  63682.9988,      1.5744,     35.6228,     29.9937,   -109.1266,  269.6551,0.222796
  55.30  25.20    5.0, 0  6  15  1 2024,    285.2457,     14.1189,    256.8590,      0.2792,    405.1550,      0.9981,  76880.0062,      1.2943,     28.1033,    -21.8584,     41.4719,  285.2457,0.210323
-112.07  33.45  331.0, 0  6  15  1 2024,    303.5086,     18.4269,    233.1302,      0.1664,    699.4709,      0.1596,  65790.9707,      3.4480,     47.4375,      6.7118,    -29.0406,  305.9436,0.193765
-112.07  33.45  331.0, 0 15 105  4 2024,    322.4159,     12.2170,     25.6864,      0.6102,    727.1855,      0.4671,  90990.4827,      3.8953,     29.8787,     -0.9438,     51.6466,  326.4892,0.177329
 -87.63  41.88  181.0, 0 14 228  8 2024,    237.4621,      7.6049,     28.5215,      0.9061,    992.7776,      0.1575,  88628.6700,      0.9105,     67.9669,    -19.0445,     12.7001,  249.4579,0.238954
 -46.63 -23.55  760.0, 0 14 228  8 2024,    270.9203,     12.3265,    181.8190,      0.0092,    274.1823,      0.0462,  73689.7377,      3.5711,     46.5596,    -12.6855,      5.6172,  271.1999,0.221560
-122.00  37.50   25.0, 0 12  75  3 2024,    245.6524,     16.7617,    237.4641,      0.5574,   1278.1515,      0.6584,  91047.8138,      2.6518,     28.2303,    -19.9450,    -39.0190,  248.6900,0.239568
 151.21 -33.87   39.0, 0  9  46  2 2024,    306.0431,     19.8899,     39.9195,      0.6249,   1295.1598,      0.7401,  97487.6454,      0.8975,     28.6852,    -29.7182,      0.7282,  307.8063,0.192275
  55.30  25.20    5.0, 0 10 135  5 2024,    295.6488,     21.8647,     87.1927,      0.5404,    938.1504,      0.2702,  90834.3023,      3.2961,     89.6171,     40.3627,    173.4824,  295.6488,0.202001
  -0.13  51.51   11.0, 0  6  15  1 2024,    256.7720,     11.2128,    293.0352,      0.7620,    223.4260,      0.4434,  66821.6754,      2.3098,     87.8423,    -16.1881,    -91.7370,  258.1837,0.231973
 151.21 -33.87   39.0, 0 13 172  6 2024,    278.1473,     22.2728,    141.0873,      0.0720,    406.2599,      0.6410,  78701.7334,      3.5576,     63.0207,     30.8637,    -41.8821,  278.1473,0.216002
  55.30  25.20    5.0, 0 15 105  4 2024,    260.8987,      9.5611,    131.7768,      0.1086,    937.6565,      0.6136,  66506.3013,      0.8785,     72.2011,     36.6413,   -102.7214,  260.8987,0.229801
-112.07  33.45  331.0, 0 13 172  6 2024,    313.8584,      1.5509,     65.5862,      0.6477,   1057.9497,      0.2599,  71927.1492,      2.4903,     72.9153,     26.9390,     64.8500,  325.3574,0.178234
  55.30  25.20    5.0, 0  8 325 11 2024,    245.9206,     24.0670,    226.9387,      0.8951,   1115.1521,      0.2182,  70555.5140,      2.2340,     41.3099,    -44.8112,    143.0215,  245.9206,0.241784
-122.00  37.50   25.0, 0  9  46  2 2024,    257.3893,     24.1397,    143.2654,      0.1734,    880.6404,      0.9889,  95333.6075,      3.4494,     67.3210,     44.7200,    -23.7676,  257.4258,0.232579
 -87.63  41.88  181.0, 0 12 355 12 2024,    298.5169,      1.2790,    170.9395,      0.2687,   1291.8729,      0.0553,  84129.0263,      4.0703,      9.3770,    -17.5903,     17.8012,  317.6986,0.184361
 151.21 -33.87   39.0, 0  8 325 11 2024,    310.8225,     17.1332,    287.8283,      0.3460,    183.8674,      0.1106,  95026.9617,      2.7506,     68.1058,     25.2553,   -167.6963,  311.2595,0.189512
  28.05 -26.20 1753.0, 0 15 105  4 2024,    296.7013,     15.9223,    215.2447,      0.6460,   1121.2165,      0.5452,  96138.4465,      3.5349,     51.1276,      4.2421,     22.5524,  297.7171,0.200346
 -87.63  41.88  181.0, 0 10 135  5 2024,    248.0810,      8.4145,    103.1162,      0.5103,    643.3206,      0.2603,  87145.5745,      4.3817,     35.5251,      3.3273,    -52.9704,  254.5931,0.234846
  28.05 -26.20 1753.0, 0  6  15  1 2024,    280.8853,      9.7744,    165.9446,      0.0684,    348.0356,      0.2625,  67501.3899,      1.0427,     45.0832,      5.4163,    -72.1263,  284.6483,0.210801
 151.21 -33.87   39.0, 0 12  75  3 2024,    260.0687,     14.1835,    355.2157,      0.2736,     72.9262,      0.8459,  66976.1390,      4.2981,     49.3181,     16.0857,   -155.6168,  260.1601,0.230392
-112.07  33.45  331.0, 0  9 266  9 2024,    307.4915,      0.2318,    357.7189,      0.3585,    203.0009,      0.8246,  86851.4710,      2.7920,      0.0117,    -41.1433,     69.0367,  308.0177,0.192106
  55.30  25.20    5.0, 0 12 355 12 2024,    275.7090,     14.3468,     27.8156,      0.0207,   1158.7335,      0.8737,  65985.7152,      3.4146,     30.8885,     34.2607,   -172.9047,  275.9170,0.217786
  28.05 -26.20 1753.0, 0 15 105  4 2024,    282.4947,      9.0963,    348.1125,      0.7101,    696.9879,      0.3462,  86490.7097,      3.7471,     46.6993,      4.9221,    -16.8971,  282.4947,0.212524
-112.07  33.45  331.0, 0  8 325 11 2024,    301.4369,     22.8606,    101.2135,      0.3039,    282.8800,      0.0973,  81579.5272,      2.1476,      6.7334,    -16.1824,    179.2164,  301.6720,0.197182
 139.69  35.69   40.0, 0 13 172  6 2024,    317.0213,     17.7181,    135.3876,      0.3839,   1328.9552,      0.1332,  74308.8846,      1.8010,     35.6524,      8.4810,    -12.2050,  327.0029,0.176918
  28.05 -26.20 1753.0, 0 14 228  8 2024,    248.5483,     23.5430,    222.6464,      0.3047,    554.8337,      0.3889,  76368.8263,      0.9655,     29.4074,     -3.6671,    -80.8326,  249.4472,0.238962
  -0.13  51.51   11.0, 0 16 299 10 2024,    287.0800,     18.9992,     63.0055,      0.6708,   1325.0461,      0.6117,  81885.2040,      1.3223,     45.8340,     31.0346,     52.1539,  290.7493,0.205921
 -87.63  41.88  181.0, 0  8 325 11 2024,    276.3299,     23.7374,     38.9333,      0.0040,    505.5290,      0.2428,  89656.2588,      0.8930,     31.6932,    -21.2382,      2.9419,  277.6351,0.216412
  28.05 -26.20 1753.0, 0  9  46  2 2024,    308.0427,      3.8410,    112.3230,      0.2834,    723.8337,      0.8109,  80581.7468,      4.0740,     58.5188,    -13.9735,   -146.7048,  310.3221,0.190262
-122.00  37.50   25.0, 0 13 172  6 2024,    283.0329,     24.8410,    193.9532,      0.2245,    457.0216,      0.3050, 100903.0932,      3.3482,     60.0791,      0.8372,    166.1061,  283.6380,0.211610
-122.00  37.50   25.0, 0  8 325 11 2024,    244.2792,      1.6149,     94.4125,      0.2354,    298.0727,      0.8038,  96417.6108,      3.8504,     16.8050,      0.3273,    -61.7333,  244.9558,0.242555
 139.69  35.69   40.0, 0 15 105  4 2024,    246.8151,      7.7272,    180.8976,      0.2967,   1161.2735,      0.3484,  77400.1516,      3.3527,     23.4187,      4.9224,    -61.6893,  251.3439,0.237445
 -87.63  41.88  181.0, 0  6  15  1 2024,    250.3588,     22.6586,    147.1305,      0.7727,   1112.3341,      0.3765,  88251.8367,      3.5108,     75.6781,     -0.9637,    -52.3277,  254.1255,0.235220
 -46.63 -23.55  760.0, 0  6  15  1 2024,    318.3276,      5.3358,     28.5011,      0.5216,    577.2765,      0.2454,  61607.1706,      3.7554,      6.3798,      8.7030,     58.9945,  318.9499,0.183360
 151.21 -33.87   39.0, 0  8 325 11 2024,    253.7369,     21.6733,    266.0049,      0.0361,    916.0325,      0.1263,  66102.7723,      4.0216,     88.4422,     44.9785,    -42.6707,  255.8278,0.233858
 -46.63 -23.55  760.0, 0 11 202  7 2024,    278.8842,      5.8666,     42.5083,      0.4514,    729.6813,      0.8154,  86453.3684,      4.2107,     77.3856,    -25.5299,    -67.5073,  279.1309,0.215215
 -46.63 -23.55  760.0, 0  6  15  1 2024,    301.3102,      0.0341,    339.3930,      0.6200,    807.4861,      0.8040,  73563.1396,      3.7093,     45.5210,      4.3344,   -152.5587,  302.3831,0.196614
  55.30  25.20    5.0, 0 10 135  5 2024,    255.0101,      8.4590,    239.3380,      0.8995,    569.0484,      0.9317,  63751.8255,      0.5548,     46.1443,    -37.7865,   -136.0522,  255.5386,0.234089
  28.05 -26.20 1753.0, 0 14 228  8 2024,    294.0487,     15.4313,    147.3511,      0.5748,    161.8594,      0.2441,  94749.6830,      0.6814,     59.3602,     -7.3713,    110.6034,  295.6831,0.201974
 151.21 -33.87   39.0, 0  8 325 11 2024,    236.9757,     14.7407,    286.9870,      0.4737,    848.5515,      0.3596,  79230.6671,      3.0867,     66.2262,     32.0880,    -11.9488,  238.6385,0.247609
-122.00  37.50   25.0, 0 13 172  6 2024,    252.5610,      7.2406,    161.5864,      0.6246,    131.1424,      0.6466,  61319.3599,      3.0980,     15.2915,     38.2626,     43.3138,  253.1105,0.236032
 151.21 -33.87   39.0, 0  6  15  1 2024,    307.9074,     17.2888,    140.1848,      0.3032,    893.2983,      0.6668,  60509.7045,      2.4122,     82.3258,    -42.4136,   -169.3998,  307.9074,0.192194
  -0.13  51.51   11.0, 0  8 325 11 2024,    257.8727,      9.3860,     63.2371,      0.5094,    457.6799,      0.2543,  79872.3978,      0.9322,      2.5450,     14.2024,     99.0384,  257.8727,0.232222
-122.00  37.50   25.0, 0 13 172  6 2024,    285.6999,     10.1059,    301.5210,      0.9508,    727.8615,      0.9618,  71301.6784,      1.6653,     14.3661,    -10.6691,    123.3319,  286.0977,0.209642
 139.69  35.69   40.0, 0  8 325 11 2024,    293.8547,     15.9425,     11.9653,      0.4424,    258.1141,      0.9235, 100437.1996,      4.9495,     14.4218,    -19.8161,    131.6450,  293.8547,0.203436
 -87.63  41.88  181.0, 0 12  75  3 2024,    275.8337,     17.5268,    206.2971,      0.8604,     94.8065,      0.8836,  96306.5216,      2.8206,     67.7614,     22.4719,    -67.7685,  275.8748,0.217820
-112.07  33.45  331.0, 0 15 105  4 2024,    279.7979,     15.6255,     95.2267,      0.6312,    625.3873,      0.3293,  79403.5923,      2.8028,     33.5463,    -40.8125,     97.9735,  282.3528,0.212638
 -87.63  41.88  181.0, 0  8 325 11 2024,    293.4989,     20.0372,     29.8742,      0.2511,    853.5803,      0.9671, 101309.6213,      1.6102,     57.1337,     27.6198,    -34.1240,  293.6947,0.203564
 -87.63  41.88  181.0, 0 12  75  3 2024,    308.7007,     12.0138,     32.0192,      0.4476,   1071.4471,      0.0504,  97797.6506,      3.0336,     59.4498,     20.6071,    -69.2980,  314.8948,0.186604
 -87.63  41.88  181.0, 0 15 105  4 2024,    300.7492,     23.3342,    277.9748,      0.1680,    865.0558,      0.6067,  85092.6341,      2.8181,     64.7435,     35.5659,     97.8277,  302.2098,0.196752
-112.07  33.45  331.0, 0 12 355 12 2024,    268.7801,      5.6257,    222.3562,      0.6472,    745.4199,      0.1247,  82436.5307,      1.1047,     22.1249,     23.9861,    163.3303,  271.5870,0.221250
  28.05 -26.20 1753.0, 0 12 355 12 2024,    265.7097,      8.8177,    300.7396,      0.5241,    840.2459,      0.2462,  99373.1213,      1.2251,      1.9002,     38.7183,    -86.1587,  274.7241,0.218741
 139.69  35.69   40.0, 0  9  46  2 2024,    291.9416,     13.7367,    331.5152,      0.3991,   1192.4448,      0.5735,  77182.6638,      3.2768,     54.6496,    -12.6873,   -121.6600,  294.2529,0.203118
 139.69  35.69   40.0, 0 12 355 12 2024,    244.6016,      9.2299,    321.1415,      0.7875,    168.2859,      0.2359,  85813.9204,      3.8975,     55.5197,      2.9625,   -168.9164,  244.6016,0.242839
-112.07  33.45  331.0, 0  9  46  2 2024,    237.4896,     11.9510,    105.4372,      0.7352,    349.4391,      0.1349,  97238.8803,      2.0635,      4.6809,     30.9623,     42.8262,  238.8654,0.247428
